ownerage,ednyears,male,ageoffirm,ownershours,country
42,13,1,3,112,Sri Lanka
43,3,1,14,55,Sri Lanka
43,3,1,14,50,Sri Lanka
43,3,1,14,46,Sri Lanka
43,3,1,14,36,Sri Lanka
43,3,1,14,48,Sri Lanka
43,3,1,14,35,Sri Lanka
43,3,1,14,40,Sri Lanka
43,3,1,14,40,Sri Lanka
43,3,1,14,30,Sri Lanka
43,3,1,14,30,Sri Lanka
43,3,1,14,0,Sri Lanka
30,11,1,8,45,Sri Lanka
30,11,1,8,40,Sri Lanka
30,11,1,8,40,Sri Lanka
30,11,1,8,49,Sri Lanka
30,11,1,8,105,Sri Lanka
30,11,1,8,84,Sri Lanka
30,11,1,8,50,Sri Lanka
30,11,1,8,65,Sri Lanka
30,11,1,8,30,Sri Lanka
30,11,1,8,60,Sri Lanka
30,11,1,8,4,Sri Lanka
32,11,1,2,50,Sri Lanka
32,11,1,2,60,Sri Lanka
32,11,1,2,0,Sri Lanka
32,11,1,2,77,Sri Lanka
32,11,1,2,70,Sri Lanka
32,11,1,2,56,Sri Lanka
32,11,1,2,56,Sri Lanka
32,11,1,2,30,Sri Lanka
32,11,1,2,35,Sri Lanka
32,11,1,2,50,Sri Lanka
32,11,1,2,3,Sri Lanka
26,11,1,0,50,Sri Lanka
26,11,1,0,48,Sri Lanka
26,11,1,0,50,Sri Lanka
26,11,1,0,56,Sri Lanka
26,11,1,0,48,Sri Lanka
26,11,1,0,28,Sri Lanka
26,11,1,0,0,Sri Lanka
26,11,1,0,63,Sri Lanka
30,10,1,12,40,Sri Lanka
30,10,1,12,30,Sri Lanka
30,10,1,12,56,Sri Lanka
30,10,1,12,56,Sri Lanka
30,10,1,12,27,Sri Lanka
30,10,1,12,56,Sri Lanka
30,10,1,12,40,Sri Lanka
30,10,1,12,56,Sri Lanka
30,10,1,12,42,Sri Lanka
30,10,1,12,54,Sri Lanka
30,10,1,12,32,Sri Lanka
33,13,1,46,56,Sri Lanka
33,13,1,46,50,Sri Lanka
33,13,1,46,40,Sri Lanka
33,13,1,46,70,Sri Lanka
33,13,1,46,5,Sri Lanka
33,13,1,46,15,Sri Lanka
33,13,1,46,8,Sri Lanka
33,13,1,46,52,Sri Lanka
33,13,1,46,49,Sri Lanka
33,13,1,46,0,Sri Lanka
33,13,1,46,0,Sri Lanka
36,11,1,66,60,Sri Lanka
36,11,1,66,30,Sri Lanka
36,11,1,66,55,Sri Lanka
36,11,1,66,60,Sri Lanka
36,11,1,66,63,Sri Lanka
36,11,1,66,70,Sri Lanka
36,11,1,66,60,Sri Lanka
36,11,1,66,56,Sri Lanka
35,5,1,10,60,Sri Lanka
35,5,1,10,56,Sri Lanka
35,5,1,10,40,Sri Lanka
35,5,1,10,70,Sri Lanka
35,5,1,10,80,Sri Lanka
35,5,1,10,84,Sri Lanka
35,5,1,10,77,Sri Lanka
35,5,1,10,84,Sri Lanka
35,5,1,10,77,Sri Lanka
35,5,1,10,60,Sri Lanka
35,5,1,10,84,Sri Lanka
32,11,1,4,40,Sri Lanka
32,11,1,4,40,Sri Lanka
32,11,1,4,84,Sri Lanka
32,11,1,4,0,Sri Lanka
32,11,1,4,94,Sri Lanka
32,11,1,4,65,Sri Lanka
32,11,1,4,60,Sri Lanka
32,11,1,4,70,Sri Lanka
32,11,1,4,56,Sri Lanka
32,11,1,4,70,Sri Lanka
32,11,1,4,66,Sri Lanka
43,12,1,3,50,Sri Lanka
43,12,1,3,30,Sri Lanka
43,12,1,3,40,Sri Lanka
43,12,1,3,10,Sri Lanka
43,12,1,3,10,Sri Lanka
43,12,1,3,15,Sri Lanka
43,12,1,3,7,Sri Lanka
43,12,1,3,30,Sri Lanka
43,12,1,3,18,Sri Lanka
43,12,1,3,30,Sri Lanka
43,12,1,3,0,Sri Lanka
34,11,1,0,55,Sri Lanka
34,11,0,0,70,Sri Lanka
34,11,1,0,90,Sri Lanka
34,11,1,0,56,Sri Lanka
34,11,1,0,65,Sri Lanka
34,11,1,0,70,Sri Lanka
34,11,1,0,80,Sri Lanka
34,11,1,0,70,Sri Lanka
34,11,1,0,90,Sri Lanka
34,11,1,0,80,Sri Lanka
34,11,1,0,91,Sri Lanka
45,8,1,0,50,Sri Lanka
45,8,1,0,70,Sri Lanka
45,8,1,0,80,Sri Lanka
45,8,1,0,90,Sri Lanka
45,8,1,0,50,Sri Lanka
45,8,1,0,0,Sri Lanka
45,8,1,0,45,Sri Lanka
45,8,1,0,35,Sri Lanka
45,8,1,0,84,Sri Lanka
45,8,1,0,40,Sri Lanka
45,8,1,0,36,Sri Lanka
44,8,1,19,42,Sri Lanka
44,8,1,19,60,Sri Lanka
44,8,1,19,60,Sri Lanka
44,8,1,19,54,Sri Lanka
44,8,1,19,56,Sri Lanka
44,8,1,19,40,Sri Lanka
44,8,1,19,60,Sri Lanka
44,8,1,19,63,Sri Lanka
44,8,1,19,55,Sri Lanka
44,8,1,19,63,Sri Lanka
44,9,1,9,50,Sri Lanka
44,9,1,9,70,Sri Lanka
44,9,1,9,100,Sri Lanka
44,9,1,9,36,Sri Lanka
44,9,1,9,8,Sri Lanka
44,9,1,9,84,Sri Lanka
44,9,1,9,50,Sri Lanka
44,9,1,9,70,Sri Lanka
44,9,1,9,105,Sri Lanka
44,9,1,9,60,Sri Lanka
44,9,1,9,65,Sri Lanka
31,8,1,9,32,Sri Lanka
31,8,1,9,42,Sri Lanka
31,8,1,9,30,Sri Lanka
31,8,1,9,0,Sri Lanka
31,8,1,9,48,Sri Lanka
31,8,1,9,24,Sri Lanka
31,8,1,9,58,Sri Lanka
31,8,1,9,56,Sri Lanka
37,10,1,3,40,Sri Lanka
37,10,1,3,70,Sri Lanka
37,10,1,3,80,Sri Lanka
37,10,1,3,64,Sri Lanka
37,10,1,3,10,Sri Lanka
37,10,1,3,84,Sri Lanka
37,10,1,3,50,Sri Lanka
37,10,1,3,28,Sri Lanka
37,10,1,3,56,Sri Lanka
37,10,1,3,40,Sri Lanka
37,10,1,3,25,Sri Lanka
32,5,1,9,50,Sri Lanka
32,5,1,9,40,Sri Lanka
32,5,1,9,60,Sri Lanka
32,5,1,9,0,Sri Lanka
32,5,1,9,30,Sri Lanka
32,5,1,9,56,Sri Lanka
32,5,1,9,60,Sri Lanka
32,5,1,9,60,Sri Lanka
32,5,1,9,70,Sri Lanka
32,5,1,9,70,Sri Lanka
32,5,1,9,38,Sri Lanka
33,11,1,0,40,Sri Lanka
33,11,1,0,56,Sri Lanka
33,11,1,0,80,Sri Lanka
33,11,1,0,70,Sri Lanka
33,11,1,0,100,Sri Lanka
33,11,1,0,91,Sri Lanka
33,11,1,0,70,Sri Lanka
33,11,1,0,70,Sri Lanka
33,11,1,0,56,Sri Lanka
33,11,1,0,50,Sri Lanka
33,11,1,0,35,Sri Lanka
44,11,1,3,43,Sri Lanka
44,11,1,3,72,Sri Lanka
44,11,1,3,70,Sri Lanka
44,11,1,3,46,Sri Lanka
44,11,1,3,0,Sri Lanka
44,11,1,3,70,Sri Lanka
44,11,1,3,45,Sri Lanka
44,11,1,3,40,Sri Lanka
44,11,0,3,0,Sri Lanka
44,11,1,3,49,Sri Lanka
44,11,1,3,40,Sri Lanka
43,11,1,19,48,Sri Lanka
43,11,1,19,48,Sri Lanka
43,11,1,19,49,Sri Lanka
43,11,1,19,70,Sri Lanka
43,11,1,19,25,Sri Lanka
43,11,1,19,50,Sri Lanka
43,11,1,19,45,Sri Lanka
43,11,1,19,48,Sri Lanka
43,11,1,19,8,Sri Lanka
43,11,1,19,8,Sri Lanka
29,10,1,9,48,Sri Lanka
33,10,1,7,50,Sri Lanka
33,10,1,7,78,Sri Lanka
33,10,1,7,78,Sri Lanka
33,10,1,7,80,Sri Lanka
33,10,1,7,98,Sri Lanka
33,10,1,7,48,Sri Lanka
33,10,1,7,72,Sri Lanka
33,10,1,7,85,Sri Lanka
33,10,1,7,72,Sri Lanka
33,10,1,7,0,Sri Lanka
33,10,1,7,35,Sri Lanka
41,5,1,2,56,Sri Lanka
41,5,1,2,84,Sri Lanka
41,5,1,2,60,Sri Lanka
41,5,1,2,30,Sri Lanka
41,5,1,2,60,Sri Lanka
41,5,1,2,40,Sri Lanka
41,5,1,2,40,Sri Lanka
41,5,1,2,84,Sri Lanka
41,5,1,2,63,Sri Lanka
41,5,1,2,56,Sri Lanka
41,5,1,2,63,Sri Lanka
32,10,1,5,48,Sri Lanka
32,10,1,5,48,Sri Lanka
32,10,1,5,60,Sri Lanka
32,10,1,5,48,Sri Lanka
32,10,1,5,48,Sri Lanka
32,10,1,5,48,Sri Lanka
32,10,1,5,52,Sri Lanka
32,10,1,5,42,Sri Lanka
32,10,1,5,55,Sri Lanka
32,10,1,5,10,Sri Lanka
32,10,1,5,0,Sri Lanka
37,11,1,12,70,Sri Lanka
37,11,1,12,48,Sri Lanka
37,11,1,12,90,Sri Lanka
37,11,1,12,84,Sri Lanka
37,11,1,12,70,Sri Lanka
37,11,1,12,60,Sri Lanka
37,11,1,12,60,Sri Lanka
37,11,1,12,60,Sri Lanka
37,11,1,12,60,Sri Lanka
37,11,1,12,70,Sri Lanka
37,11,1,12,66,Sri Lanka
39,8,1,15,50,Sri Lanka
39,8,1,15,35,Sri Lanka
39,8,1,15,63,Sri Lanka
39,8,1,15,40,Sri Lanka
39,8,1,15,35,Sri Lanka
39,8,1,15,48,Sri Lanka
39,8,1,15,48,Sri Lanka
39,8,1,15,50,Sri Lanka
39,8,1,15,58,Sri Lanka
39,8,1,15,48,Sri Lanka
39,8,1,15,56,Sri Lanka
44,10,1,10,56,Sri Lanka
44,10,1,10,52,Sri Lanka
44,10,1,10,54,Sri Lanka
44,10,1,10,84,Sri Lanka
44,10,1,10,25,Sri Lanka
44,10,1,10,15,Sri Lanka
44,10,1,10,40,Sri Lanka
44,10,1,10,25,Sri Lanka
44,10,1,10,48,Sri Lanka
44,10,1,10,20,Sri Lanka
44,10,1,10,65,Sri Lanka
38,5,1,7,65,Sri Lanka
38,5,1,7,35,Sri Lanka
38,5,1,7,48,Sri Lanka
38,5,1,7,84,Sri Lanka
38,5,1,7,42,Sri Lanka
38,5,1,7,20,Sri Lanka
38,5,1,7,60,Sri Lanka
38,5,1,7,50,Sri Lanka
38,5,1,7,98,Sri Lanka
38,5,1,7,40,Sri Lanka
38,5,1,7,70,Sri Lanka
28,6,1,0,45,Sri Lanka
28,6,1,0,55,Sri Lanka
40,10,1,15,56,Sri Lanka
40,10,1,15,63,Sri Lanka
40,10,1,15,56,Sri Lanka
40,10,1,15,56,Sri Lanka
40,10,1,15,45,Sri Lanka
40,10,1,15,55,Sri Lanka
40,10,1,15,55,Sri Lanka
40,10,1,15,42,Sri Lanka
40,10,1,15,60,Sri Lanka
40,13,1,2,80,Sri Lanka
40,13,1,2,84,Sri Lanka
40,13,1,2,90,Sri Lanka
40,13,1,2,56,Sri Lanka
40,13,1,2,60,Sri Lanka
40,13,1,2,60,Sri Lanka
40,13,1,2,80,Sri Lanka
40,13,1,2,32,Sri Lanka
40,13,1,2,90,Sri Lanka
40,13,1,2,60,Sri Lanka
40,13,1,2,50,Sri Lanka
44,8,1,58,60,Sri Lanka
44,8,1,58,63,Sri Lanka
44,8,1,58,63,Sri Lanka
44,8,1,58,56,Sri Lanka
44,8,1,58,48,Sri Lanka
44,8,1,58,70,Sri Lanka
44,8,1,58,60,Sri Lanka
44,8,1,58,40,Sri Lanka
44,8,1,58,50,Sri Lanka
44,8,1,58,48,Sri Lanka
44,8,1,58,60,Sri Lanka
38,13,1,0,40,Sri Lanka
38,13,0,0,63,Sri Lanka
38,13,1,0,56,Sri Lanka
38,13,1,0,20,Sri Lanka
38,13,1,0,48,Sri Lanka
38,13,1,0,50,Sri Lanka
38,13,1,0,54,Sri Lanka
38,13,1,0,36,Sri Lanka
38,13,1,0,60,Sri Lanka
42,12,1,3,72,Sri Lanka
42,12,1,3,70,Sri Lanka
42,12,1,3,70,Sri Lanka
42,12,1,3,70,Sri Lanka
42,12,1,3,45,Sri Lanka
42,12,1,3,60,Sri Lanka
42,12,1,3,60,Sri Lanka
42,12,1,3,24,Sri Lanka
42,12,1,3,48,Sri Lanka
42,12,1,3,36,Sri Lanka
42,12,1,3,50,Sri Lanka
26,11,1,0,60,Sri Lanka
26,11,1,0,46,Sri Lanka
26,11,1,0,72,Sri Lanka
26,11,1,0,21,Sri Lanka
26,11,1,0,70,Sri Lanka
26,11,1,0,45,Sri Lanka
26,11,1,0,80,Sri Lanka
26,11,1,0,48,Sri Lanka
26,11,1,0,72,Sri Lanka
26,11,1,0,48,Sri Lanka
26,11,1,0,75,Sri Lanka
45,11,1,208,48,Sri Lanka
45,11,1,208,48,Sri Lanka
45,11,1,208,56,Sri Lanka
45,11,1,208,42,Sri Lanka
45,11,1,208,42,Sri Lanka
45,11,1,208,50,Sri Lanka
45,11,1,208,20,Sri Lanka
45,11,1,208,40,Sri Lanka
45,13,1,8,30,Sri Lanka
45,13,1,8,54,Sri Lanka
45,13,1,8,56,Sri Lanka
45,13,1,8,56,Sri Lanka
45,13,1,8,74,Sri Lanka
45,13,1,8,48,Sri Lanka
45,13,1,8,50,Sri Lanka
45,13,1,8,32,Sri Lanka
45,13,1,8,65,Sri Lanka
45,13,1,8,24,Sri Lanka
45,13,1,8,75,Sri Lanka
28,8,1,10,30,Sri Lanka
28,8,1,10,3,Sri Lanka
25,11,1,3,72,Sri Lanka
25,11,1,3,60,Sri Lanka
25,11,1,3,70,Sri Lanka
25,11,1,3,56,Sri Lanka
25,11,1,3,70,Sri Lanka
25,11,1,3,80,Sri Lanka
25,11,1,3,60,Sri Lanka
25,11,1,3,49,Sri Lanka
25,11,1,3,45,Sri Lanka
25,11,1,3,30,Sri Lanka
25,11,1,3,25,Sri Lanka
29,10,1,8,56,Sri Lanka
29,10,1,8,60,Sri Lanka
29,10,1,8,72,Sri Lanka
29,10,1,8,35,Sri Lanka
29,10,1,8,18,Sri Lanka
29,10,1,8,0,Sri Lanka
29,10,1,8,25,Sri Lanka
29,10,1,8,40,Sri Lanka
29,10,1,8,57,Sri Lanka
29,10,1,8,35,Sri Lanka
21,13,1,23,70,Sri Lanka
21,13,1,23,56,Sri Lanka
21,13,1,23,84,Sri Lanka
21,13,1,23,98,Sri Lanka
21,13,1,23,62,Sri Lanka
21,13,1,23,0,Sri Lanka
21,13,1,23,50,Sri Lanka
21,13,1,23,56,Sri Lanka
21,13,1,23,84,Sri Lanka
21,13,1,23,100,Sri Lanka
21,13,1,23,80,Sri Lanka
30,11,1,5,35,Sri Lanka
30,11,1,5,4,Sri Lanka
30,11,1,5,30,Sri Lanka
30,11,1,5,42,Sri Lanka
30,11,1,5,25,Sri Lanka
30,11,1,5,24,Sri Lanka
30,11,1,5,30,Sri Lanka
30,11,1,5,28,Sri Lanka
30,11,1,5,35,Sri Lanka
30,11,1,5,20,Sri Lanka
30,11,1,5,35,Sri Lanka
39,11,1,10,55,Sri Lanka
39,11,1,10,40,Sri Lanka
39,11,1,10,60,Sri Lanka
39,11,1,10,60,Sri Lanka
39,11,1,10,72,Sri Lanka
39,11,1,10,3,Sri Lanka
39,11,1,10,40,Sri Lanka
36,11,1,8,55,Sri Lanka
36,11,1,8,36,Sri Lanka
36,11,1,8,56,Sri Lanka
36,11,1,8,84,Sri Lanka
36,11,1,8,40,Sri Lanka
36,11,1,8,70,Sri Lanka
36,11,1,8,60,Sri Lanka
36,11,1,8,40,Sri Lanka
36,11,1,8,48,Sri Lanka
36,11,1,8,40,Sri Lanka
36,11,1,8,85,Sri Lanka
45,9,1,24,55,Sri Lanka
45,9,1,24,30,Sri Lanka
45,9,1,24,54,Sri Lanka
45,9,1,24,0,Sri Lanka
43,11,1,24,60,Sri Lanka
43,11,1,24,40,Sri Lanka
43,11,1,24,48,Sri Lanka
43,11,1,24,24,Sri Lanka
43,11,1,24,48,Sri Lanka
43,11,1,24,100,Sri Lanka
43,11,1,24,56,Sri Lanka
43,11,1,24,54,Sri Lanka
43,11,1,24,48,Sri Lanka
43,11,1,24,0,Sri Lanka
43,11,1,24,70,Sri Lanka
29,10,1,9,120,Sri Lanka
29,10,1,9,72,Sri Lanka
29,10,1,9,56,Sri Lanka
29,10,1,9,50,Sri Lanka
29,10,1,9,60,Sri Lanka
29,10,1,9,98,Sri Lanka
29,10,1,9,48,Sri Lanka
29,10,1,9,45,Sri Lanka
29,10,1,9,55,Sri Lanka
29,10,1,9,0,Sri Lanka
29,10,1,9,63,Sri Lanka
45,10,1,43,40,Sri Lanka
45,10,1,43,0,Sri Lanka
45,10,1,43,35,Sri Lanka
45,10,1,43,25,Sri Lanka
45,10,1,43,40,Sri Lanka
29,13,1,1,60,Sri Lanka
29,13,1,1,60,Sri Lanka
29,13,1,1,49,Sri Lanka
29,13,1,1,38,Sri Lanka
29,13,1,1,28,Sri Lanka
29,13,1,1,48,Sri Lanka
29,13,1,1,48,Sri Lanka
29,13,1,1,60,Sri Lanka
29,13,1,1,75,Sri Lanka
29,13,1,1,63,Sri Lanka
45,11,1,6,84,Sri Lanka
45,11,1,6,70,Sri Lanka
45,11,1,6,98,Sri Lanka
45,11,1,6,84,Sri Lanka
45,11,1,6,56,Sri Lanka
45,11,1,6,70,Sri Lanka
45,11,1,6,70,Sri Lanka
45,11,1,6,70,Sri Lanka
45,11,1,6,12,Sri Lanka
45,11,1,6,85,Sri Lanka
45,11,1,6,70,Sri Lanka
31,10,1,1,48,Sri Lanka
31,10,1,1,40,Sri Lanka
31,10,1,1,63,Sri Lanka
31,10,1,1,63,Sri Lanka
31,10,1,1,48,Sri Lanka
31,10,1,1,63,Sri Lanka
31,10,1,1,72,Sri Lanka
31,10,1,1,50,Sri Lanka
31,10,1,1,50,Sri Lanka
31,10,1,1,70,Sri Lanka
31,10,1,1,60,Sri Lanka
30,11,1,4,56,Sri Lanka
30,11,1,4,54,Sri Lanka
30,11,1,4,66,Sri Lanka
30,11,1,4,8,Sri Lanka
30,11,1,4,48,Sri Lanka
30,11,1,4,48,Sri Lanka
30,11,1,4,72,Sri Lanka
30,11,1,4,52,Sri Lanka
30,11,1,4,66,Sri Lanka
30,11,1,4,32,Sri Lanka
30,11,1,4,60,Sri Lanka
35,10,1,48,56,Sri Lanka
35,10,1,48,32,Sri Lanka
35,10,1,48,60,Sri Lanka
35,10,1,48,63,Sri Lanka
35,10,1,48,54,Sri Lanka
35,10,1,48,56,Sri Lanka
35,10,1,48,45,Sri Lanka
35,10,1,48,32,Sri Lanka
35,10,1,48,65,Sri Lanka
35,10,1,48,40,Sri Lanka
35,10,1,48,56,Sri Lanka
32,10,1,5,50,Sri Lanka
32,10,1,5,40,Sri Lanka
32,10,1,5,45,Sri Lanka
32,10,1,5,36,Sri Lanka
32,10,1,5,72,Sri Lanka
32,10,1,5,70,Sri Lanka
32,10,1,5,60,Sri Lanka
42,10,1,13,60,Sri Lanka
42,10,1,13,48,Sri Lanka
42,10,1,13,72,Sri Lanka
42,10,1,13,30,Sri Lanka
42,10,1,13,49,Sri Lanka
42,10,1,13,30,Sri Lanka
42,10,1,13,42,Sri Lanka
42,10,1,13,36,Sri Lanka
42,10,1,13,50,Sri Lanka
42,10,1,13,80,Sri Lanka
42,10,1,13,56,Sri Lanka
32,13,1,8,58,Sri Lanka
32,13,1,8,55,Sri Lanka
32,13,1,8,48,Sri Lanka
32,13,1,8,48,Sri Lanka
32,13,1,8,72,Sri Lanka
32,13,1,8,72,Sri Lanka
32,13,1,8,84,Sri Lanka
32,13,1,8,53,Sri Lanka
32,13,1,8,50,Sri Lanka
32,13,1,8,60,Sri Lanka
32,13,1,8,60,Sri Lanka
31,11,1,8,58,Sri Lanka
31,11,0,8,54,Sri Lanka
31,11,1,8,60,Sri Lanka
31,11,1,8,56,Sri Lanka
31,11,1,8,54,Sri Lanka
31,11,1,8,54,Sri Lanka
31,11,1,8,84,Sri Lanka
31,11,1,8,48,Sri Lanka
31,11,1,8,50,Sri Lanka
31,11,1,8,50,Sri Lanka
31,11,1,8,60,Sri Lanka
37,11,1,15,50,Sri Lanka
37,11,1,15,12,Sri Lanka
37,11,1,15,70,Sri Lanka
37,11,1,15,40,Sri Lanka
37,11,1,15,48,Sri Lanka
37,11,1,15,56,Sri Lanka
37,11,1,15,60,Sri Lanka
37,11,1,15,45,Sri Lanka
37,11,1,15,15,Sri Lanka
37,11,1,15,70,Sri Lanka
37,11,1,15,60,Sri Lanka
27,10,1,2,50,Sri Lanka
27,10,1,2,98,Sri Lanka
27,10,1,2,70,Sri Lanka
27,10,1,2,30,Sri Lanka
27,10,1,2,90,Sri Lanka
27,10,1,2,80,Sri Lanka
39,8,1,19,60,Sri Lanka
39,8,1,19,32,Sri Lanka
39,8,1,19,50,Sri Lanka
39,8,1,19,0,Sri Lanka
39,8,1,19,40,Sri Lanka
39,8,1,19,16,Sri Lanka
39,8,1,19,24,Sri Lanka
26,9,1,4,48,Sri Lanka
26,9,1,4,98,Sri Lanka
26,9,1,4,70,Sri Lanka
26,9,1,4,0,Sri Lanka
26,9,1,4,60,Sri Lanka
26,9,1,4,0,Sri Lanka
26,9,1,4,35,Sri Lanka
26,9,1,4,50,Sri Lanka
26,9,1,4,70,Sri Lanka
26,9,1,4,65,Sri Lanka
26,9,1,4,60,Sri Lanka
35,10,1,13,56,Sri Lanka
35,10,1,13,54,Sri Lanka
35,10,1,13,48,Sri Lanka
35,10,1,13,64,Sri Lanka
35,10,1,13,54,Sri Lanka
35,10,1,13,56,Sri Lanka
35,10,1,13,54,Sri Lanka
35,10,1,13,54,Sri Lanka
35,10,1,13,55,Sri Lanka
35,10,1,13,40,Sri Lanka
35,10,1,13,60,Sri Lanka
37,11,1,18,60,Sri Lanka
37,11,1,18,9,Sri Lanka
37,11,1,18,0,Sri Lanka
37,11,1,18,47,Sri Lanka
37,11,1,18,20,Sri Lanka
37,11,1,18,21,Sri Lanka
37,11,1,18,65,Sri Lanka
37,11,1,18,30,Sri Lanka
37,11,1,18,70,Sri Lanka
37,11,1,18,65,Sri Lanka
37,11,1,18,60,Sri Lanka
45,6,1,30,70,Sri Lanka
45,6,1,30,105,Sri Lanka
45,6,1,30,96,Sri Lanka
45,6,1,30,105,Sri Lanka
45,6,1,30,126,Sri Lanka
45,6,1,30,56,Sri Lanka
45,6,1,30,70,Sri Lanka
45,6,1,30,72,Sri Lanka
45,6,1,30,90,Sri Lanka
45,6,1,30,80,Sri Lanka
45,6,1,30,50,Sri Lanka
45,6,1,28,60,Sri Lanka
45,6,1,28,45,Sri Lanka
45,6,1,28,40,Sri Lanka
45,6,1,28,48,Sri Lanka
45,6,1,28,49,Sri Lanka
45,6,1,28,65,Sri Lanka
45,6,1,28,65,Sri Lanka
40,13,1,18,56,Sri Lanka
40,13,1,18,56,Sri Lanka
40,13,1,18,56,Sri Lanka
40,13,1,18,0,Sri Lanka
40,13,1,18,56,Sri Lanka
40,13,1,18,0,Sri Lanka
40,13,1,18,50,Sri Lanka
40,13,1,18,48,Sri Lanka
40,13,1,18,70,Sri Lanka
40,13,1,18,65,Sri Lanka
40,13,1,18,70,Sri Lanka
39,11,1,19,45,Sri Lanka
39,11,1,19,49,Sri Lanka
39,11,1,19,0,Sri Lanka
39,11,1,19,38,Sri Lanka
39,11,1,19,40,Sri Lanka
39,11,1,19,40,Sri Lanka
39,11,1,19,35,Sri Lanka
39,11,1,19,46,Sri Lanka
39,11,1,19,45,Sri Lanka
39,11,1,19,70,Sri Lanka
39,11,1,19,50,Sri Lanka
32,11,1,28,55,Sri Lanka
32,11,1,28,54,Sri Lanka
32,11,1,28,84,Sri Lanka
32,11,1,28,56,Sri Lanka
32,11,1,28,70,Sri Lanka
32,11,1,28,0,Sri Lanka
32,11,1,28,56,Sri Lanka
32,11,1,28,32,Sri Lanka
32,11,1,28,70,Sri Lanka
32,11,1,28,70,Sri Lanka
32,11,1,28,60,Sri Lanka
29,6,1,0,56,Sri Lanka
29,6,1,0,84,Sri Lanka
29,6,1,0,0,Sri Lanka
29,6,1,0,80,Sri Lanka
29,6,1,0,45,Sri Lanka
29,6,1,0,8,Sri Lanka
44,11,1,10,56,Sri Lanka
44,11,1,10,60,Sri Lanka
44,11,1,10,30,Sri Lanka
44,11,1,10,21,Sri Lanka
44,11,1,10,35,Sri Lanka
44,11,1,10,20,Sri Lanka
44,11,1,10,35,Sri Lanka
44,11,1,10,32,Sri Lanka
44,11,1,10,15,Sri Lanka
44,11,1,10,28,Sri Lanka
44,11,1,10,48,Sri Lanka
45,11,1,28,55,Sri Lanka
45,11,1,28,98,Sri Lanka
45,11,1,28,72,Sri Lanka
45,11,1,28,84,Sri Lanka
45,11,1,28,70,Sri Lanka
45,11,1,28,56,Sri Lanka
45,11,1,28,45,Sri Lanka
45,11,1,28,60,Sri Lanka
45,11,1,28,24,Sri Lanka
45,11,1,28,6,Sri Lanka
38,11,1,16,70,Sri Lanka
38,11,1,16,84,Sri Lanka
38,11,1,16,120,Sri Lanka
38,11,1,16,0,Sri Lanka
38,11,1,16,75,Sri Lanka
38,11,1,16,0,Sri Lanka
38,11,1,16,54,Sri Lanka
38,11,1,16,56,Sri Lanka
38,11,1,16,100,Sri Lanka
38,11,1,16,80,Sri Lanka
33,9,0,23,56,Sri Lanka
33,9,1,23,35,Sri Lanka
34,8,1,58,42,Sri Lanka
34,8,1,58,56,Sri Lanka
34,8,1,58,49,Sri Lanka
34,8,1,58,42,Sri Lanka
34,8,1,58,56,Sri Lanka
34,8,1,58,75,Sri Lanka
34,8,1,58,18,Sri Lanka
34,8,1,58,54,Sri Lanka
34,8,1,58,56,Sri Lanka
34,8,1,58,55,Sri Lanka
26,13,1,18,55,Sri Lanka
26,13,1,18,40,Sri Lanka
26,13,1,18,45,Sri Lanka
26,13,1,18,70,Sri Lanka
26,13,1,18,56,Sri Lanka
26,13,1,18,85,Sri Lanka
26,13,1,18,85,Sri Lanka
26,13,1,18,90,Sri Lanka
43,11,1,11,55,Sri Lanka
43,11,1,11,50,Sri Lanka
43,11,1,11,84,Sri Lanka
43,11,1,11,70,Sri Lanka
43,11,1,11,70,Sri Lanka
43,11,1,11,80,Sri Lanka
43,11,1,11,48,Sri Lanka
43,11,1,11,32,Sri Lanka
43,11,1,11,91,Sri Lanka
43,11,1,11,84,Sri Lanka
43,11,1,11,70,Sri Lanka
28,11,1,0,65,Sri Lanka
28,11,1,0,30,Sri Lanka
28,11,1,0,84,Sri Lanka
28,11,1,0,0,Sri Lanka
28,11,1,0,50,Sri Lanka
28,11,1,0,0,Sri Lanka
28,11,1,0,45,Sri Lanka
28,11,1,0,28,Sri Lanka
28,11,1,0,63,Sri Lanka
28,11,1,0,50,Sri Lanka
28,11,1,0,30,Sri Lanka
33,11,1,4,56,Sri Lanka
25,11,1,0,48,Sri Lanka
25,11,1,0,60,Sri Lanka
25,11,1,0,35,Sri Lanka
45,13,1,58,80,Sri Lanka
45,13,1,58,84,Sri Lanka
45,13,1,58,56,Sri Lanka
45,13,1,58,70,Sri Lanka
45,13,1,58,70,Sri Lanka
45,13,1,58,35,Sri Lanka
45,13,1,58,35,Sri Lanka
45,13,1,58,56,Sri Lanka
45,13,1,58,56,Sri Lanka
45,13,1,58,55,Sri Lanka
45,13,1,58,80,Sri Lanka
44,11,1,10,56,Sri Lanka
44,11,1,10,40,Sri Lanka
44,11,1,10,35,Sri Lanka
44,11,1,10,30,Sri Lanka
44,11,1,10,60,Sri Lanka
44,11,1,10,45,Sri Lanka
44,11,1,10,78,Sri Lanka
44,11,1,10,30,Sri Lanka
44,11,1,10,50,Sri Lanka
44,11,1,10,90,Sri Lanka
44,11,1,10,80,Sri Lanka
32,18,1,11,56,Sri Lanka
32,18,1,11,70,Sri Lanka
32,18,1,11,56,Sri Lanka
32,18,1,11,64,Sri Lanka
